task,best_optimizer,task_family,score,mean_best_val_loss,mean_best_val_accuracy
breast_cancer_mlp,rmsprop,neural,0.98828125,0.056732108312038086,0.98828125
digits_cnn,rmsprop,neural,0.9205926458040873,0.25054678320884705,0.9205926458040873
digits_mlp,rmsprop,neural,0.982421875,0.10418509179726243,0.982421875
moons_mlp,rmsprop,neural,0.9947916666666666,0.05108392983675003,0.9947916666666666
wine_mlp,sgd_momentum,neural,0.9851851860682169,0.055799712582180895,0.9851851860682169
